SalesOrderID,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,SubTotal,TaxAmt,Freight,TotalDue
1043,00:00.0,00:00.0,00:00.0,5,1,SO1043,NULL,10-4030-027666,6185,20616,20616,1,15630,130201Vi80748,3578.27,286.26,89.46,3953.99
1044,00:00.0,00:00.0,00:00.0,5,1,SO1044,NULL,10-4030-025861,6842,23733,23733,1,13323,333375Vi69103,3399.99,272,85,3756.99
1045,00:00.0,00:00.0,00:00.0,5,1,SO1045,NULL,10-4030-027577,2675,24572,24572,1,10600,135716Vi54667,3578.27,286.26,89.46,3953.99
1046,00:00.0,00:00.0,00:00.0,5,1,SO1046,NULL,10-4030-027604,5437,23224,23224,1,15365,330290Vi79368,3578.27,286.26,89.46,3953.99
1047,00:00.0,00:00.0,00:00.0,5,1,SO1047,NULL,10-4030-027671,783,13036,13036,1,4679,530206Vi24524,3578.27,286.26,89.46,3953.99
1048,00:00.0,00:00.0,00:00.0,5,1,SO1048,NULL,10-4030-027623,4978,27241,27241,1,16044,1230190Vi82952,3578.27,286.26,89.46,3953.99
1049,00:00.0,00:00.0,00:00.0,5,1,SO1049,NULL,10-4030-027625,6552,16663,16663,1,14948,430191Vi77442,3578.27,286.26,89.46,3953.99
1050,00:00.0,00:00.0,00:00.0,5,1,SO1050,NULL,10-4030-027636,6208,17878,17878,1,12504,130192Vi64692,3578.27,286.26,89.46,3953.99
1051,00:00.0,00:00.0,00:00.0,5,1,SO1051,NULL,10-4030-027617,3568,18700,18700,1,9734,630188Vi50171,3578.27,286.26,89.46,3953.99
1052,00:00.0,00:00.0,00:00.0,5,1,SO1052,NULL,10-4030-027670,92,21785,21785,1,14614,1030205Vi75785,3578.27,286.26,89.46,3953.99
1053,00:00.0,00:00.0,00:00.0,5,1,SO1053,NULL,10-4030-027646,3157,14400,14400,1,17093,1230195Vi88773,3578.27,286.26,89.46,3953.99
1054,00:00.0,00:00.0,00:00.0,5,1,SO1054,NULL,10-4030-027578,6232,19011,19011,1,4503,930287Vi23588,3578.27,286.26,89.46,3953.99
1055,00:00.0,00:00.0,00:00.0,5,1,SO1055,NULL,10-4030-027649,6081,24209,24209,1,18040,830196Vi93642,3578.27,286.26,89.46,3953.99
1056,00:00.0,00:00.0,00:00.0,5,1,SO1056,NULL,10-4030-027614,8088,21039,21039,1,16136,230296Vi83473,3578.27,286.26,89.46,3953.99
1057,00:00.0,00:00.0,00:00.0,5,1,SO1057,NULL,10-4030-014559,1519,21657,21657,1,16934,633795Vi87782,699.1,55.93,17.48,772.5
1058,00:00.0,00:00.0,00:00.0,5,1,SO1058,NULL,10-4030-027667,2262,12491,12491,1,15794,1030202Vi81657,3578.27,286.26,89.46,3953.99
1059,00:00.0,00:00.0,00:00.0,5,1,SO1059,NULL,10-4030-025865,623,21950,21950,1,13143,133257Vi68106,3374.99,270,84.37,3729.36
1060,00:00.0,00:00.0,00:00.0,5,1,SO1060,NULL,10-4030-025857,625,21871,21871,1,2574,733374Vi13410,3399.99,272,85,3756.99
1061,00:00.0,00:00.0,00:00.0,5,1,SO1061,NULL,10-4030-027615,1197,12290,12290,1,10180,330297Vi52533,3578.27,286.26,89.46,3953.99
1062,00:00.0,00:00.0,00:00.0,5,1,SO1062,NULL,10-4030-014510,5321,26084,26084,1,7010,433792Vi36450,699.1,55.93,17.48,772.5
1063,00:00.0,00:00.0,00:00.0,5,1,SO1063,NULL,10-4030-027662,2904,13852,13852,1,7442,930198Vi38606,3578.27,286.26,89.46,3953.99
1064,00:00.0,00:00.0,00:00.0,5,1,SO1064,NULL,10-4030-025866,2086,21939,21939,1,1085,833258Vi5404,3374.99,270,84.37,3729.36
1065,00:00.0,00:00.0,00:00.0,5,1,SO1065,NULL,10-4030-027651,3592,24200,24200,1,12947,330197Vi66982,3578.27,286.26,89.46,3953.99
1066,00:00.0,00:00.0,00:00.0,5,1,SO1066,NULL,10-4030-027663,6894,24836,24836,1,6912,130199Vi35996,3578.27,286.26,89.46,3953.99
1067,00:00.0,00:00.0,00:00.0,5,1,SO1067,NULL,10-4030-027669,3682,20019,20019,1,17504,230204Vi90922,3578.27,286.26,89.46,3953.99
1068,00:00.0,00:00.0,00:00.0,5,1,SO1068,NULL,10-4030-014558,2667,11804,11804,1,7138,1233794Vi37022,699.1,55.93,17.48,772.5
1069,00:00.0,00:00.0,00:00.0,5,1,SO1069,NULL,10-4030-027605,521,13129,13129,1,17303,1030292Vi89856,3578.27,286.26,89.46,3953.99
1070,00:00.0,00:00.0,00:00.0,5,1,SO1070,NULL,10-4030-027611,8127,24776,24776,1,3742,1030294Vi19725,3578.27,286.26,89.46,3953.99
1071,00:00.0,00:00.0,00:00.0,5,1,SO1071,NULL,10-4030-027641,2280,16330,16330,1,1178,230193Vi5985,3578.27,286.26,89.46,3953.99
1072,00:00.0,00:00.0,00:00.0,5,1,SO1072,NULL,10-4030-027673,6060,20037,20037,1,15759,830207Vi81479,3578.27,286.26,89.46,3953.99
1073,00:00.0,00:00.0,00:00.0,5,0,SO1073,PO19923118772,10-4020-000018,2951,756,756,5,13712,25020Vi71036,32940.16,3174.2,991.94,37106.29
1074,00:00.0,00:00.0,00:00.0,5,0,SO1074,PO19546184286,10-4020-000206,6957,930,930,5,2364,15114Vi12293,8580.07,823.67,257.4,9661.14
1075,00:00.0,00:00.0,00:00.0,5,0,SO1075,PO18908190536,10-4020-000164,7178,851,851,5,15882,15215Vi82057,18269.95,1753.91,548.1,20571.96
1076,00:00.0,00:00.0,00:00.0,5,0,SO1076,PO18676186169,10-4020-000697,849,1104,1104,5,14559,55256Vi75492,20544.7,1969.98,615.62,23130.29
1077,00:00.0,00:00.0,00:00.0,5,0,SO1077,PO18386167654,10-4020-000558,3721,816,816,5,8979,125302Vi46289,6783.77,651.5,203.59,7638.86
1078,00:00.0,00:00.0,00:00.0,5,0,SO1078,PO16791124272,10-4020-000036,7683,758,758,5,3274,35544Vi17259,13694.35,1317.07,411.58,15423
1079,00:00.0,00:00.0,00:00.0,5,0,SO1079,PO16762199940,10-4020-000259,5899,1032,1032,5,11840,85562Vi61174,3911.6,375.24,117.26,4404.11
1080,00:00.0,00:00.0,00:00.0,5,0,SO1080,PO16646146654,10-4020-000001,7454,832,832,5,19181,105571Vi99678,10993.39,1057.28,330.4,12381.08
1081,00:00.0,00:00.0,00:00.0,5,0,SO1081,PO16327172067,10-4020-000584,4615,974,974,5,6675,45614Vi34749,23401.11,2244.41,701.38,26346.89
1082,00:00.0,00:00.0,00:00.0,5,0,SO1082,PO16211194171,10-4020-000099,4137,919,919,5,6777,55631Vi35295,31000.78,2987.87,933.71,34922.36
1083,00:00.0,00:00.0,00:00.0,5,0,SO1083,PO15747169584,10-4020-000471,2537,611,611,5,11717,65637Vi60618,1718.9,164.97,51.55,1935.42
1084,00:00.0,00:00.0,00:00.0,5,0,SO1084,PO16037151094,10-4020-000384,7588,1052,1052,5,1896,45642Vi9831,38474.36,3703.9,1157.47,43335.72
1085,00:00.0,00:00.0,00:00.0,5,0,SO1085,PO15689147174,10-4020-000328,5138,596,596,5,4623,45669Vi24257,13196.05,1268.26,396.33,14860.64
1086,00:00.0,00:00.0,00:00.0,5,0,SO1086,PO14529112624,10-4020-000289,2599,864,864,5,14363,55805Vi74455,4076.39,391.23,122.26,4589.87
1087,00:00.0,00:00.0,00:00.0,5,0,SO1087,PO14471123403,10-4020-000145,7584,848,848,5,1359,45808Vi6925,32673.04,3149.29,984.15,36806.49
1088,00:00.0,00:00.0,00:00.0,5,0,SO1088,PO14500145975,10-4020-000650,7915,1099,1099,5,6386,45864Vi33152,49193.99,4734.61,1479.56,55408.16
1089,00:00.0,00:00.0,00:00.0,5,0,SO1089,PO14326149236,10-4020-000107,6692,765,765,5,18323,55875Vi95160,4316.99,413.62,129.26,4859.87
1090,00:00.0,00:00.0,00:00.0,5,0,SO1090,PO13572145817,10-4020-000527,3323,1076,1076,5,4941,75995Vi25927,9398.9,899.95,281.23,10580.08
1091,00:00.0,00:00.0,00:00.0,5,0,SO1091,PO12557127067,10-4020-000240,2062,1028,1028,5,3368,66128Vi17744,11584.46,1110.99,347.18,13042.63
1092,00:00.0,00:00.0,00:00.0,5,0,SO1092,PO12499138177,10-4020-000078,116,1001,1001,5,15090,96146Vi78070,41250.44,3973.73,1241.79,46465.95
1093,00:00.0,00:00.0,00:00.0,5,0,SO1093,PO12122162917,10-4020-000022,3025,562,562,5,13917,66171Vi72178,419.46,40.27,12.58,472.31
1094,00:00.0,00:00.0,00:00.0,5,0,SO1094,PO12586178184,10-4020-000278,4137,938,30,5,204,116188Vi1051,121761.94,11871.5,3709.84,137343.28
1095,00:00.0,00:00.0,00:00.0,5,0,SO1095,PO12006119347,10-4020-000270,566,784,784,5,6005,66205Vi31256,7135.27,686.95,214.67,8036.88
1096,00:00.0,00:00.0,00:00.0,5,0,SO1096,PO11919119101,10-4020-000073,7202,840,840,5,5343,56208Vi27980,20628.57,1977.12,617.85,23223.54
1097,00:00.0,00:00.0,00:00.0,5,0,SO1097,PO11716136854,10-4020-000144,7432,770,770,5,7167,46227Vi37199,4079.99,391.68,122.4,4594.07
1098,00:00.0,00:00.0,00:00.0,5,0,SO1098,PO10759119626,10-4020-000346,6916,598,598,5,569,56356Vi2945,38816.8,3725.72,1164.29,43706.82
1099,00:00.0,00:00.0,00:00.0,5,0,SO1099,PO10121175623,10-4020-000684,6827,829,829,5,6126,76443Vi31838,18320.69,1763.02,550.94,20634.65
1100,00:00.0,00:00.0,00:00.0,5,0,SO1100,PO10440182311,10-4020-000623,472,628,11382,5,16665,96446Vi86292,115696.33,11215.35,3504.8,130416.48
1101,00:00.0,00:00.0,00:00.0,5,0,SO1101,PO609186449,10-4020-000492,5252,1070,1070,5,13246,66522Vi68706,68.4,5.93,1.85,76.18
1102,00:00.0,00:00.0,00:00.0,5,0,SO1102,PO1276169981,10-4020-000548,7376,970,970,5,9478,106673Vi48861,419.46,40.27,12.58,472.31
1103,00:00.0,00:00.0,00:00.0,5,0,SO1103,PO2523117473,10-4020-000167,6525,1015,1015,5,13468,26813Vi69778,16544.55,1587.17,495.99,18627.71
1104,00:00.0,00:00.0,00:00.0,5,0,SO1104,PO2958194987,10-4020-000559,5698,892,892,5,4842,46884Vi25430,32492.6,3118.7,974.6,36585.9
1105,00:00.0,00:00.0,00:00.0,5,0,SO1105,PO2900121738,10-4020-000469,6558,884,884,5,11011,16890Vi56787,32459.93,3121.49,975.47,36556.88
1106,00:00.0,00:00.0,00:00.0,5,0,SO1106,PO3857154341,10-4020-000256,5318,588,588,5,8991,128032Vi46347,4345.83,416.12,130.04,4891.99
1107,00:00.0,00:00.0,00:00.0,5,0,SO1107,PO3799116239,10-4020-000312,3421,1040,1040,5,17861,68035Vi92659,51235.01,4912.93,1535.29,57683.23
1108,00:00.0,00:00.0,00:00.0,5,0,SO1108,PO5191115657,10-4020-000364,4603,600,600,5,7475,128165Vi38744,11942.6,1147.86,358.7,13449.16
1109,00:00.0,00:00.0,00:00.0,5,0,SO1109,PO5568199700,10-4020-000422,2423,954,954,5,8663,78252Vi44710,34628.3,3323.68,1038.65,38990.63
1110,00:00.0,00:00.0,00:00.0,5,0,SO1110,PO5684189260,10-4020-000385,7007,1053,1053,5,9973,18266Vi51318,22717.6,2177.07,680.33,25575
1111,00:00.0,00:00.0,00:00.0,5,0,SO1111,PO5858178400,10-4020-000566,7587,972,972,5,13160,48289Vi68229,52803.45,5091.79,1591.18,59486.42
1112,00:00.0,00:00.0,00:00.0,5,0,SO1112,PO5800178059,10-4020-000063,7395,915,915,5,13420,78316Vi69516,20.19,1.61,0.5,22.31
1113,00:00.0,00:00.0,00:00.0,5,0,SO1113,PO6351158788,10-4020-000255,996,587,587,5,13104,108328Vi67850,11361.27,1093.58,341.74,12796.6
1114,00:00.0,00:00.0,00:00.0,5,0,SO1114,PO6293113391,10-4020-000612,7425,979,979,5,10234,128341Vi52839,9880.27,950.94,297.17,11128.38
1115,00:00.0,00:00.0,00:00.0,5,0,SO1115,PO6438197212,10-4020-000309,5341,593,593,5,15321,48355Vi79183,32971.32,3162.14,988.17,37121.63
1116,00:00.0,00:00.0,00:00.0,5,0,SO1116,PO6641115253,10-4020-000342,6932,792,792,5,4835,68422Vi25408,14660.3,1407.78,439.93,16508.01
1117,00:00.0,00:00.0,00:00.0,5,0,SO1117,PO6670111729,10-4020-000432,1768,802,802,5,161,108440Vi848,2561.54,246.32,76.98,2884.84
1118,00:00.0,00:00.0,00:00.0,5,0,SO1118,PO7221199520,10-4020-000326,4687,869,869,5,11815,98465Vi61077,25493.32,2461.12,769.1,28723.55
1119,00:00.0,00:00.0,00:00.0,5,0,SO1119,PO7598186753,10-4020-000045,2984,913,913,5,8103,68484Vi41999,19411.93,1867.4,583.56,21862.89
1120,00:00.0,00:00.0,00:00.0,5,0,SO1120,PO7627190040,10-4020-000433,1635,880,880,5,10270,108496Vi53004,19734.87,1896.65,592.7,22224.22
1121,00:00.0,00:00.0,00:00.0,5,0,SO1121,PO7656175368,10-4020-000403,5021,1056,1056,5,12177,108504Vi62954,13078.27,1258.95,393.42,14730.65
1122,00:00.0,00:00.0,00:00.0,5,0,SO1122,PO7830112696,10-4020-000040,2875,564,564,5,15798,28527Vi81672,36724.1,3522.3,1100.72,41347.11
1123,00:00.0,00:00.0,00:00.0,5,0,SO1123,PO7917120732,10-4020-000401,3449,1054,1054,5,1660,78545Vi8518,8152.78,782.45,244.52,9179.75
1124,00:00.0,00:00.0,00:00.0,5,0,SO1124,PO8932129717,10-4020-000287,1214,785,785,5,11781,78621Vi60933,4049.99,388.8,121.5,4560.29
1125,00:00.0,00:00.0,00:00.0,5,0,SO1125,PO8874186100,10-4020-000348,204,1046,1046,5,6264,18665Vi32553,39450.79,3788.81,1184,44423.6
1126,00:00.0,00:00.0,00:00.0,5,0,SO1126,PO8816199739,10-4020-000218,3143,857,857,5,2470,108692Vi12864,21356.16,2050.82,640.88,24047.86
1127,00:00.0,00:00.0,00:00.0,5,1,SO1127,NULL,10-4030-028066,6092,27151,27151,1,13339,1031889Vi69165,3578.27,286.26,89.46,3953.99
1128,00:00.0,00:00.0,00:00.0,5,1,SO1128,NULL,10-4030-028018,6967,28877,28877,1,9202,1130221Vi47469,3578.27,286.26,89.46,3953.99
1129,00:00.0,00:00.0,00:00.0,5,1,SO1129,NULL,10-4030-028038,5161,28267,28267,1,18586,630226Vi96608,3578.27,286.26,89.46,3953.99
1130,00:00.0,00:00.0,00:00.0,5,1,SO1130,NULL,10-4030-028065,4917,26957,26957,1,14720,131888Vi76277,3578.27,286.26,89.46,3953.99
1131,00:00.0,00:00.0,00:00.0,5,1,SO1131,NULL,10-4030-014565,7010,19488,19488,1,10093,133798Vi52021,699.1,55.93,17.48,772.5
1132,00:00.0,00:00.0,00:00.0,5,1,SO1132,NULL,10-4030-027726,2791,19937,19937,1,12099,530210Vi62562,3578.27,286.26,89.46,3953.99
1133,00:00.0,00:00.0,00:00.0,5,1,SO1133,NULL,10-4030-028014,6790,20434,20434,1,9620,830218Vi49567,3578.27,286.26,89.46,3953.99
1134,00:00.0,00:00.0,00:00.0,5,1,SO1134,NULL,10-4030-028068,2247,12047,12047,1,5365,231891Vi28101,3578.27,286.26,89.46,3953.99
1135,00:00.0,00:00.0,00:00.0,5,1,SO1135,NULL,10-4030-028031,538,19605,19605,1,7808,930225Vi40458,3578.27,286.26,89.46,3953.99
1136,00:00.0,00:00.0,00:00.0,5,1,SO1136,NULL,10-4030-028076,2607,26676,26676,1,6829,1031894Vi35579,3578.27,286.26,89.46,3953.99
1137,00:00.0,00:00.0,00:00.0,5,1,SO1137,NULL,10-4030-028040,5774,25586,25586,1,3376,1030228Vi17779,3578.27,286.26,89.46,3953.99
1138,00:00.0,00:00.0,00:00.0,5,1,SO1138,NULL,10-4030-028067,7005,28431,28431,1,18833,331890Vi97844,3578.27,286.26,89.46,3953.99
1139,00:00.0,00:00.0,00:00.0,5,1,SO1139,NULL,10-4030-028071,3464,21890,21890,1,5284,1231893Vi27632,3578.27,286.26,89.46,3953.99
1140,00:00.0,00:00.0,00:00.0,5,1,SO1140,NULL,10-4030-028039,6947,13444,13444,1,4947,930227Vi25968,3578.27,286.26,89.46,3953.99
1141,00:00.0,00:00.0,00:00.0,5,1,SO1141,NULL,10-4030-028063,737,18656,18656,1,3080,1231886Vi16221,3578.27,286.26,89.46,3953.99
1142,00:00.0,00:00.0,00:00.0,5,1,SO1142,NULL,10-4030-028030,1530,25351,25351,1,12614,1230223Vi65238,3578.27,286.26,89.46,3953.99
1143,00:00.0,00:00.0,00:00.0,5,1,SO1143,NULL,10-4030-014576,5375,12682,12682,1,1937,733800Vi10105,699.1,55.93,17.48,772.5
1144,00:00.0,00:00.0,00:00.0,5,1,SO1144,NULL,10-4030-028017,5965,27287,27287,1,13899,630219Vi72064,3578.27,286.26,89.46,3953.99
1145,00:00.0,00:00.0,00:00.0,5,1,SO1145,NULL,10-4030-028070,1016,24410,24410,1,17988,431892Vi93331,3578.27,286.26,89.46,3953.99
1146,00:00.0,00:00.0,00:00.0,5,1,SO1146,NULL,10-4030-028042,5353,28003,28003,1,11724,730230Vi60646,3578.27,286.26,89.46,3953.99
1147,00:00.0,00:00.0,00:00.0,5,1,SO1147,NULL,10-4030-028083,7584,29742,29742,1,NULL,NULL,3578.27,286.26,89.46,3953.99
1148,00:00.0,00:00.0,00:00.0,5,1,SO1148,NULL,10-4030-025872,4029,17167,17167,1,17355,933261Vi90148,3399.99,272,85,3756.99
1149,00:00.0,00:00.0,00:00.0,5,1,SO1149,NULL,10-4030-027681,5496,20835,20835,1,7892,830209Vi40852,3578.27,286.26,89.46,3953.99
1150,00:00.0,00:00.0,00:00.0,5,1,SO1150,NULL,10-4030-027920,6153,28195,28195,1,19108,730217Vi99282,3578.27,286.26,89.46,3953.99
1151,00:00.0,00:00.0,00:00.0,5,1,SO1151,NULL,10-4030-028022,1175,26341,26341,1,12375,930222Vi63996,3578.27,286.26,89.46,3953.99
1152,00:00.0,00:00.0,00:00.0,5,1,SO1152,NULL,10-4030-028047,4889,19357,19357,1,1092,735717Vi5439,3578.27,286.26,89.46,3953.99
1153,00:00.0,00:00.0,00:00.0,5,1,SO1153,NULL,10-4030-027918,7511,21592,21592,1,11353,730215Vi58555,3578.27,286.26,89.46,3953.99
1154,00:00.0,00:00.0,00:00.0,5,1,SO1154,NULL,10-4030-028044,5954,24719,24719,1,10690,730231Vi55136,3578.27,286.26,89.46,3953.99
1155,00:00.0,00:00.0,00:00.0,5,1,SO1155,NULL,10-4030-014572,7440,16629,16629,1,8115,730334Vi42087,699.1,55.93,17.48,772.5
1156,00:00.0,00:00.0,00:00.0,5,1,SO1156,NULL,10-4030-028061,6745,26326,26326,1,14278,1131883Vi74032,3578.27,286.26,89.46,3953.99
1157,00:00.0,00:00.0,00:00.0,5,1,SO1157,NULL,10-4030-027678,485,25531,25531,1,1166,330208Vi5908,3578.27,286.26,89.46,3953.99
1158,00:00.0,00:00.0,00:00.0,5,1,SO1158,NULL,10-4030-027759,5588,16988,16988,1,10257,930212Vi52949,3578.27,286.26,89.46,3953.99
1159,00:00.0,00:00.0,00:00.0,5,1,SO1159,NULL,10-4030-027917,6477,17086,17086,1,14687,930214Vi76153,3578.27,286.26,89.46,3953.99
1160,00:00.0,00:00.0,00:00.0,5,1,SO1160,NULL,10-4030-028078,5245,26037,26037,1,18877,531895Vi98057,3578.27,286.26,89.46,3953.99
1161,00:00.0,00:00.0,00:00.0,5,1,SO1161,NULL,10-4030-025876,6343,26090,26090,1,1052,433262Vi5263,3374.99,270,84.37,3729.36
1162,00:00.0,00:00.0,00:00.0,5,1,SO1162,NULL,10-4030-025868,799,21186,21186,1,17758,235639Vi92124,3399.99,272,85,3756.99
1163,00:00.0,00:00.0,00:00.0,5,1,SO1163,NULL,10-4030-028064,6496,20990,20990,1,9195,631887Vi47443,3578.27,286.26,89.46,3953.99
1164,00:00.0,00:00.0,00:00.0,5,1,SO1164,NULL,10-4030-025878,6883,28360,28360,1,9227,1033263Vi47600,3399.99,272,85,3756.99
1165,00:00.0,00:00.0,00:00.0,5,1,SO1165,NULL,10-4030-014577,2282,11705,11705,1,18925,133801Vi98320,699.1,55.93,17.48,772.5
1166,00:00.0,00:00.0,00:00.0,5,1,SO1166,NULL,10-4030-027919,2474,15624,15624,1,2726,630216Vi14177,3578.27,286.26,89.46,3953.99
